MGT Capital Investments Inc,MGT,14-Nov-2013,U,N/A,Add
Manchester United PLC,MANU,14-Nov-2013,U,4,Add
Maternus Kliniken AG,MAK.F,14-Nov-2013,U,N/A,Add
Minerales y Productos Derivados SA,MYD,14-Nov-2013,U,N/A,Add
New Concept Energy Inc,GBR,14-Nov-2013,U,N/A,Add
Nordstrom Inc,JWN,14-Nov-2013,U,0.66,Add
OpSec Security Group PLC,OSG.L,14-Nov-2013,U,N/A,Add
Opti Inc,OPTI,14-Nov-2013,U,N/A,Add
P&I Personal & Informatik AG,PUI.F,14-Nov-2013,U,N/A,Add
Pointer Telocation Ltd,PNTR,14-Nov-2013,U,N/A,Add
Professional Diversity Network Inc,IPDN,14-Nov-2013,U,-0.04,Add
Qualstar Corp,QBAK,14-Nov-2013,U,N/A,Add
Real Good Food Company PLC,RGD.L,14-Nov-2013,U,N/A,Add
Sagicor Financial Corp,SFI.L,14-Nov-2013,U,N/A,Add
Shengtai Pharmaceutical Inc,SGTI,14-Nov-2013,U,N/A,Add
Splendid Medien AG,SPM.F,14-Nov-2013,U,N/A,Add
Volex PLC,VLX.L,14-Nov-2013,U,N/A,Add
Vycor Medical Inc,VYCO,14-Nov-2013,U,N/A,Add
WMF AG,WMF.F,14-Nov-2013,U,N/A,Add
WS Atkins PLC,ATK.L,14-Nov-2013,U,N/A,Add
Williams-Sonoma Inc,WSM,14-Nov-2013,U,0.55,Add
Maximus Inc,MMS,15-Nov-2013,D,0.5,Add
Vedanta Resources PLC,VED.L,15-Nov-2013,D,N/A,Add
Key Technology Inc,KTEC,15-Nov-2013,A,0.1,Add
Albis Leasing AG,ALG.F,15-Nov-2013,U,N/A,Add
Bien Zenker AG,BIE.F,15-Nov-2013,U,N/A,Add
Castings PLC,CGS.L,15-Nov-2013,U,N/A,Add
Charm Communications Inc,CHRM,15-Nov-2013,U,0.09,Add
Children's Place Retail Stores Inc,PLCE,15-Nov-2013,U,1.86,Add
China Pharma Holdings Inc,CPHI,15-Nov-2013,U,N/A,Add
China Precision Steel Inc,CPSL,15-Nov-2013,U,N/A,Add
DS Healthcare Group Inc,DSKX,15-Nov-2013,U,-0.02,Add
ECA Marcellus Trust I,ECT,15-Nov-2013,U,N/A,Add
Lechwerke AG,LEC.F,15-Nov-2013,U,N/A,Add
Medisana AG,MHH.F,15-Nov-2013,U,N/A,Add
Northern Financial Corp,NFC.V,15-Nov-2013,U,N/A,Add
Owens & Minor Inc,OMI,15-Nov-2013,U,0.47,Add
Phoenix Companies Inc,PNX,15-Nov-2013,U,2.45,Add
Pure Cycle Corp,PCYO,15-Nov-2013,U,-0.04,Add
QC Holdings Inc,QCCO,15-Nov-2013,U,N/A,Add
Record PLC,REC.L,15-Nov-2013,U,N/A,Add
Viaspace Inc,VSPC,15-Nov-2013,U,N/A,Add
Xcite Energy Ltd,XEL.L,15-Nov-2013,U,-0.24,Add
AutoNavi Holdings Ltd,AMAP,19-Nov-2013,B,0,Add
Big Yellow Group PLC,BYG.L,19-Nov-2013,B,N/A,Add
CML Microsystems Plc,CML.L,19-Nov-2013,B,N/A,Add
Country Style Cooking Restaurant Chain Co Ltd,CCSC,19-Nov-2013,B,N/A,Add
Daktronics Inc,DAKT,19-Nov-2013,B,0.21,Add
Diana Shipping Inc,DSX,19-Nov-2013,B,-0.06,Add
Eckoh PLC,ECK.L,19-Nov-2013,B,N/A,Add
Enterprise Inns PLC,ETI.L,19-Nov-2013,B,N/A,Add
Entertainment One Ltd,ETO.L,19-Nov-2013,B,N/A,Add
Home Depot Inc,HD,19-Nov-2013,B,0.89,Add
LightInTheBox Holding Co Ltd,LITB,19-Nov-2013,B,0.06,Add
Medtronic Inc,MDT,19-Nov-2013,B,0.9,Add
Qiwi PLC,QIWI,19-Nov-2013,B,0.25,Add
SemiLEDs Corp,LEDS,19-Nov-2013,B,-0.27,Add
TJX Companies Inc,TJX,19-Nov-2013,B,0.74,Add
The Valspar Corp,VAL,19-Nov-2013,B,0.92,Add
Trina Solar Ltd,TSL,19-Nov-2013,B,-0.14,Add
Vectura Group PLC,VEC.L,19-Nov-2013,B,N/A,Add
Campbell Soup Co,CPB,19-Nov-2013,D,0.87,Add
easyJet plc,EZJ.L,19-Nov-2013,D,N/A,Add
China Digital TV Holding Co Ltd,STV,19-Nov-2013,A,N/A,Add
Gladstone Capital Corp,GLAD,19-Nov-2013,A,0.21,Add
La-Z-Boy In,LZB,19-Nov-2013,A,0.26,Add
Model N Inc,MODN,19-Nov-2013,A,0.03,Add
Oculus Innovative Sciences Inc,OCLS,19-Nov-2013,A,-0.15,Add
Xueda Education Group,XUE,19-Nov-2013,A,-0.01,Add
eFuture Information Technology Inc,EFUT,19-Nov-2013,A,N/A,Add
Best Buy Co Inc,BBY,19-Nov-2013,U,0.1,Add
Carclo PLC,CAR.L,19-Nov-2013,U,N/A,Add
Chinanet Online Holdings Inc,CNET,19-Nov-2013,U,N/A,Add
Gravity Co Ltd,GRVY,19-Nov-2013,U,N/A,Add
VisionChina Media Inc,VISN,19-Nov-2013,U,N/A,Add
ADT Corp,ADT,20-Nov-2013,B,0.46,Add
China Ming Yang Wind Power Group Ltd,MY,20-Nov-2013,B,N/A,Add
China Zenix Auto International Ltd,ZX,20-Nov-2013,B,N/A,Add
Deere & Co,DE,20-Nov-2013,B,1.89,Add
J C Penney Company Inc,JCP,20-Nov-2013,B,-1.75,Add
J. M. Smucker Co,SJM,20-Nov-2013,B,1.6,Add
Lowe's Companies Inc,LOW,20-Nov-2013,B,0.48,Add
Staples Inc,SPLS,20-Nov-2013,B,0.42,Add
Planar Systems Inc,PLNR,20-Nov-2013,D,0.03,Add
Bazaarvoice Inc,BV,20-Nov-2013,A,-0.07,Add
China Distance Education Holdings Ltd,DL,20-Nov-2013,A,0.22,Add
Green Mountain Coffee Roasters Inc,GMCR,20-Nov-2013,A,0.75,Add
Jack In The Box Inc,JACK,20-Nov-2013,A,0.39,Add
